id_amat;id_via;anagrafica;gerarchia;rete;tipologia;sede;marcia;norma;lunghezza;geometry
10558;2342;VIA ERNESTO BREDA;;ciclabile;corsia ciclabile - attraversamento;attraversamento;monodirezionale - concorde;non regolamentato - a norma;16.0;LINESTRING (9.210731879617452 45.50688427058662, 9.210895003706021 45.50696517093927)
10559;3100;VIALE CAMAPANIA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;22.0;LINESTRING (9.224021205655268 45.46727300840368, 9.223971897741567 45.4672926912281, 9.223940560610041 45.46731549793103, 9.223919098039545 45.46733765348225, 9.223910315679355 45.46737999797509, 9.223912640532442 45.46743955052873)
10563;3102;VIALE ROMAGNA;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;31.0;LINESTRING (9.223883240317848 45.4778068553607, 9.223570409135208 45.47778318229989, 9.223556455176722 45.47777468007674, 9.223540248533142 45.47776428681094, 9.223506075263945 45.4777526650176)
10564;3102;VIALE ROMAGNA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;57.0;LINESTRING (9.223261152401475 45.47815908391024, 9.22339472330448 45.4780969053649, 9.22343356484876 45.47808860922471, 9.223485362819769 45.4780796693487, 9.22353202594581 45.47807010096741, 9.223559824238764 45.47805930580574, 9.223569643320451 45.47804412307564, 9.223571706388249 45.47788427004374, 9.223561716447051 45.47785617383296, 9.223553078630072 45.47782933860744, 9.223557592357073 45.47780340709011, 9.223570409135208 45.47778318229989)
10565;5156;VIALE GORIZIA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;9.0;LINESTRING (9.178744636982731 45.45230266619892, 9.178785159296233 45.45230637937843, 9.17882159694873 45.45230414454586, 9.178861521594282 45.45230672510208)
10566;5156;VIALE GORIZIA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;146.0;LINESTRING (9.178655972280918 45.45239481711544, 9.178243166071518 45.45235819649539, 9.177979127559226 45.45233268443069, 9.177808216613169 45.45231539807055, 9.17770958735969 45.45230628019466, 9.177607130297185 45.45229995849703, 9.177503286801718 45.45230011960779, 9.177424712811019 45.45230880060768, 9.177330561646436 45.45232636975249, 9.177154656199839 45.45236778033732, 9.176847493961352 45.45243552838117, 9.176831796778092 45.45243757322066)
10567;4095;VIA EMILIO FAA' DI BRUNO;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;8.0;LINESTRING (9.221840652204472 45.4521496067828, 9.22192103283802 45.45210165534846)
10568;4095;VIA EMILIO FAA' DI BRUNO;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;6.0;LINESTRING (9.222794550289619 45.45159499899948, 9.222855668746302 45.45155977588541)
10569;1108;VIA MELCHIORRE GIOIA;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - a norma;39.0;LINESTRING (9.190134900436847 45.480117051421, 9.190289356191407 45.48027548226248, 9.190320081266432 45.48031863595199, 9.190336291707 45.48035141630945, 9.190323867732989 45.48037961827527, 9.190301465483863 45.48041875708837)
10571;2342;VIA ERNESTO BREDA;;ciclabile;corsia ciclabile - segnaletica;carreggiata;monodirezionale - concorde;non regolamentato - a norma;16.0;LINESTRING (9.213720088918556 45.50926616579978, 9.213679828787887 45.50912390126967)
10572;1107;VIA AMERIGO VESPUCCI;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - strada 30;343.0;LINESTRING (9.192503205906988 45.4820921389299, 9.192535783716721 45.48195449251492, 9.192560694666485 45.48188814121639, 9.192610622851412 45.48183301546047, 9.193575496824094 45.48139878535081, 9.195964797979629 45.48030226744579)
10573;1377;PIAZZA CARBONARI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;19.0;LINESTRING (9.198834756355469 45.4934142406525, 9.198975203217636 45.49327718722384)
10574;2659;VIA ROMBON;;ciclabile;corsia ciclabile - sede propria;carreggiata;bidirezionale;corsia ciclabile;934.0;LINESTRING (9.248810323683447 45.48606206638317, 9.248812183280252 45.48622309002451, 9.248826238651187 45.48636392491779, 9.248840875067641 45.48646227387805, 9.248874932730331 45.48652484665723, 9.248907109122156 45.48656699127675, 9.248962709803216 45.48666885146388, 9.249002432614761 45.48671016954103, 9.249064190148196 45.48675711024866, 9.249160518905786 45.48677967295453, 9.250056100549552 45.4868567472643, 9.250166157639223 45.48685839681784, 9.250243794160241 45.48684976606366, 9.250340055212328 45.48682795305417, 9.250449148888945 45.48678540959455, 9.25051198812127 45.48678734221247, 9.250561649428789 45.48684763006325, 9.250616307407947 45.48690925709205, 9.250670916451824 45.4869309198174, 9.250747271760751 45.48692193148945, 9.251099513253392 45.4868538313776, 9.251320935999935 45.48680599988349, 9.251428740062924 45.48679019125495, 9.25154469137917 45.48679362672119, 9.251970899346418 45.48695650659152, 9.252068413743396 45.48698635503234, 9.252132400915816 45.48698738413025, 9.252196698978203 45.48697203070992, 9.252323712361362 45.48687336979683, 9.252387172121052 45.48681355323969, 9.252431676527445 45.486807424368, 9.252492691169792 45.48683060225375, 9.252626087482954 45.48690069542899, 9.25273812273425 45.48694410271705, 9.252867007566328 45.48697811161907, 9.253045489848486 45.48700021936762, 9.254020885716825 45.48706727491143, 9.254163581433856 45.48707046830084, 9.254306030689142 45.48704728916739, 9.254521395450739 45.48699019392278, 9.254714473417716 45.48692855740118, 9.254919745374208 45.48690370741499, 9.255070384616477 45.48690913221435, 9.255309485397703 45.48692291032918, 9.255643159652434 45.48693827680298, 9.255923436542069 45.48694566090304, 9.256071204576987 45.48693866944418, 9.256225020693989 45.48691087196462, 9.256439656286265 45.48683460263167, 9.256590828187425 45.48678817854289, 9.256756699145496 45.48676629395463, 9.256876021886205 45.48677943750759, 9.256967014864745 45.4868098364728, 9.257026608219727 45.48685776784588, 9.257051660475177 45.48690775703719, 9.25703476558556 45.48696333109789, 9.256991349040247 45.48698350085891, 9.256930894465517 45.48699956842351, 9.25685353513478 45.48701270359371, 9.256873059603263 45.48716990699332, 9.25690433396678 45.48718108798617, 9.256954960833394 45.48717062312691, 9.257044470419162 45.48715602042555, 9.257134513900555 45.48714627698678, 9.25718715628769 45.48715695981314, 9.257261344159268 45.48717803530168, 9.257330492360429 45.487188320896, 9.257418650771408 45.48718614230353, 9.257515665916877 45.48716180127462, 9.257592905658283 45.48712238304323, 9.257657673661466 45.4870981145135, 9.257711401784038 45.48709430306313, 9.257793388610036 45.48711383046595, 9.257875893091592 45.48713461678096, 9.257976077215494 45.48715986365515, 9.2581753021074 45.48718407683818, 9.258358725089892 45.48719464386831, 9.258535185840007 45.48719379508778, 9.258610388139761 45.4871847141004)
10575;3243;VIA ARCANGELO CORELLI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;16.0;LINESTRING (9.261890517425673 45.4701639010208, 9.262093972596443 45.47018431441318)
10576;1201;VIA VITTOR PISANI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;monodirezionale - concorde;attraversamento - ciclabile con lanterna bici;12.0;LINESTRING (9.201370677126009 45.48317855305027, 9.201280246964405 45.48309681029819)
10577;3379;VIA ELIO VITTORINI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;6.0;LINESTRING (9.263472344220904 45.44468519953462, 9.263392575003847 45.4446897937847)
10578;4068;CORSO LODI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;12.0;LINESTRING (9.217630400702095 45.44322991308937, 9.217776301483989 45.44318468175805)
10579;4068;CORSO LODI;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;10.0;LINESTRING (9.209808761220453 45.44771215944477, 9.209848529205884 45.44771161994979, 9.209887632634448 45.44771061510053, 9.20993602430036 45.44771192599252)
10580;4068;CORSO LODI;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;28.0;LINESTRING (9.208955406066094 45.44781356492771, 9.20898247200191 45.44778365568029, 9.209011560802548 45.44776307392197, 9.209218951350602 45.44765258680112)
10581;4068;CORSO LODI;;ciclabile;corsia ciclabile - sede propria;parterre;monodirezionale - concorde;corsia ciclabile;49.0;LINESTRING (9.209101781296395 45.44778343768573, 9.20927407560216 45.44777192523097, 9.209317787877044 45.44776251407433, 9.209392282910279 45.44774254897627, 9.209407140544917 45.44772735859706, 9.209441834760504 45.44769906823624, 9.209471573247729 45.44767498597439, 9.209502962744018 45.44764926772293, 9.20954725320235 45.44761699400058, 9.209576968314641 45.4475866131995, 9.209613128458987 45.44756759260152)
10582;4288;PIAZZALE GABIELE ROSA;;ciclabile;corsia ciclabile - sede propria;parterre;bidirezionale;corsia ciclabile;16.0;LINESTRING (9.223959769065903 45.43820052853477, 9.223970997255497 45.43816434069029, 9.223999193278152 45.43813491194035, 9.22402883689197 45.4380947275335, 9.224033559530627 45.43806429568639)
10583;4068;CORSO LODI;;ciclabile;corsia ciclabile - sede propria;parterre;monodirezionale - concorde;corsia ciclabile;10.0;LINESTRING (9.20954725320235 45.44761699400058, 9.209586986622835 45.44760712346851, 9.20962042518142 45.447607500035, 9.209622703383344 45.44758652941195, 9.209631278725599 45.44757531626992)
10584;1377;PIAZZA CARBONARI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;13.0;LINESTRING (9.200225100948451 45.49282898066118, 9.200392049480895 45.49282514423693)
10585;5124;VIA TORTONA;;ciclabile;corsia ciclabile - segnaletica protetta da sosta;carreggiata;monodirezionale - discorde;corsia ciclabile;299.0;LINESTRING (9.164356878169357 45.45228000765505, 9.164324896726496 45.45227663317793, 9.164282796637579 45.45226787259055, 9.164240684568346 45.45225497152573, 9.163372707217254 45.45199962170878, 9.163304091846626 45.45199709524071, 9.162943597672303 45.45189210878885, 9.162909967182591 45.45186696257974, 9.160895564077329 45.45127924642308, 9.160828897101149 45.45125237511854)
10586;5135;VIA ENRICO STENDHAL;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;203.0;LINESTRING (9.160841623507416 45.45125506506987, 9.160812334876208 45.45126794757706, 9.160765709128837 45.45131865670743, 9.160180288551556 45.45221767839794, 9.16015157539568 45.45224195516747, 9.160122311483867 45.45225321005326, 9.160058826821093 45.45234047822715, 9.159921160669153 45.45254939472662, 9.159855663371681 45.45265222042205, 9.159827031425586 45.45270543620782, 9.159822454710261 45.45272280612586, 9.159710352493516 45.4528846604416)
12164;3178;VIALE MOLISE;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;7.0;LINESTRING (9.224120893958869 45.45778296215046, 9.224177100082287 45.45773307630753)
10587;5135;VIA ENRICO STENDHAL;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;342.0;LINESTRING (9.159742614317835 45.45266033652545, 9.159692431522048 45.45272624325598, 9.159606336398612 45.45281535141339, 9.159568976940838 45.45287219670327, 9.159543844650171 45.45289068048297, 9.159254711054539 45.45333819391848, 9.159104244075323 45.4535662994309, 9.159017333877651 45.45373209716519, 9.159010209292841 45.45375742886907, 9.159010306678395 45.45379215578288, 9.158936590842735 45.4538978862657, 9.158835251892672 45.45405068124209, 9.157955449012741 45.45539176169513, 9.157946753594301 45.45539807250001, 9.157926377053617 45.45540658459172, 9.157916258010069 45.45541525165525, 9.157910552014608 45.45542805577698, 9.15791408642642 45.45543725522151)
10588;6091;VIA MONTEVIDEO;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;5.0;LINESTRING (9.165175053981281 45.45780897274845, 9.165108613705859 45.45780741843771)
10589;1377;PIAZZA CARBONARI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;9.0;LINESTRING (9.200795983682175 45.49289289486477, 9.200902313522533 45.49293179658783)
10590;6094;VIA COLA DI RIENZO;;ciclabile;corsia ciclabile - sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;140.0;LINESTRING (9.15794753282657 45.45542580740069, 9.157926377053617 45.45540658459172, 9.157857748381048 45.45538990251207, 9.156405663141427 45.45492638258299, 9.156361006192956 45.454918252646, 9.156319189187332 45.45491965991294)
10591;5135;VIA ENRICO STENDHAL;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;134.0;LINESTRING (9.158018053048686 45.45553180195297, 9.158020020737736 45.45555110585941, 9.158014144167817 45.45555992939752, 9.157985851593562 45.45557399490448, 9.157971637873283 45.45559189137551, 9.157956854061386 45.45561556423063, 9.157899263438352 45.45570365281566, 9.15788291184148 45.45572567765214, 9.157870452744117 45.45574219654743, 9.157333286715566 45.45656284203267, 9.157296054489919 45.45662413402711)
10592;6094;VIA COLA DI RIENZO;;ciclabile;corsia ciclabile - sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;11.0;LINESTRING (9.156807151721823 45.45516976141971, 9.156709820647402 45.45517558235922, 9.156683177766261 45.45515031620256)
10593;6094;VIA COLA DI RIENZO;;ciclabile;corsia ciclabile - sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;126.0;LINESTRING (9.161223004419838 45.45659370216413, 9.161090742891897 45.45654087230503, 9.160917753094592 45.45648478645096, 9.160282858032406 45.45628422622656, 9.16022828742684 45.45625342907614, 9.160184225128619 45.45622999804349, 9.159777191484062 45.45610241664028)
10594;5144;ALZAIA NAVIGLIO GRANDE;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;451.0;LINESTRING (9.167670666013501 45.45041666587036, 9.16745169370077 45.4503606399041, 9.167133940419744 45.45028549556913, 9.162162145121657 45.44921459219202)
10595;5144;ALZAIA NAVIGLIO GRANDE;;urbana;percorso promiscuo - pedonale, ciclabile e veicolare;carreggiata;bidirezionale;FACILITAZIONE - Z30;632.0;LINESTRING (9.162162145121657 45.44921459219202, 9.160696990935485 45.44893105530197, 9.159800808147603 45.44874733841768, 9.158834408877835 45.44855750122684, 9.158012658360368 45.448372136818, 9.156967405615189 45.44814854870081, 9.156150142793191 45.44796316472616, 9.154791377264477 45.44765510402108, 9.154578874852294 45.44761839685724, 9.154423294251069 45.44758782324988)
10596;5144;ALZAIA NAVIGLIO GRANDE;;urbana;percorso promiscuo - pedonale, ciclabile e veicolare;carreggiata;bidirezionale;FACILITAZIONE - Z30;1246.0;LINESTRING (9.139179919673307 45.44434052743804, 9.139445145351937 45.4444031221085, 9.140098416475491 45.44455408242236, 9.141134970411375 45.44477828581633, 9.142109862089024 45.44498770460827, 9.14353813532844 45.44527647692419, 9.144055927696101 45.445394280455, 9.144129921333576 45.44542740121418, 9.144812624998671 45.44557748739059, 9.146350786536404 45.4458730162745, 9.149528199954229 45.44656946219033, 9.150071831776213 45.44668144400028, 9.150461281346319 45.44675726172193, 9.150916089406989 45.44683821258258, 9.151666598690445 45.44698717823663, 9.154423294251069 45.44758782324988)
10597;7327;VIA CASTELLAMMARE;;ciclabile;corsia ciclabile - sede propria;carreggiata;bidirezionale;corsia ciclabile;319.0;LINESTRING (9.132539892283633 45.5109908484717, 9.132679784882056 45.51102288833053, 9.132971737113232 45.51102017660705, 9.133948808533672 45.51099412033061, 9.134541130873217 45.51098037389457, 9.134736843492771 45.51095878584933, 9.13503028194806 45.51087182189676, 9.135316952040109 45.51077774587264, 9.135667713276105 45.51066816803365, 9.136022505175809 45.51057000022364, 9.13638815284463 45.51052789091712, 9.136488690555721 45.51052514932662)
10598;7499;VIA BENEDETTO CROCE;;ciclabile;corsia ciclabile - sede propria;carreggiata;bidirezionale;corsia ciclabile;135.0;LINESTRING (9.126339131459247 45.4934491998239, 9.126241533055078 45.49347171987077, 9.126178189600623 45.49347466998376, 9.1260935668772 45.49346207180179, 9.126010476742017 45.49344803171473, 9.125930341979544 45.49343929889378, 9.125839471763088 45.49343723853449, 9.125742356929733 45.49344706624724, 9.125618270119507 45.49347123501441, 9.125486744836113 45.49348839103524, 9.125364268182933 45.49348843514637, 9.125076821482454 45.49348667918122, 9.124881012733985 45.49348689284056, 9.1247686862196 45.49349064855174, 9.124739093491728 45.49349163798568, 9.12469614648867 45.49349685218488, 9.124664190371181 45.49349984923572, 9.124637137370602 45.49347965771488)
10600;7519;VIA LUIGI CHIARELLI;;ciclabile;corsia ciclabile - sede propria;marciapiede;bidirezionale;corsia ciclabile;157.0;LINESTRING (9.122757676694855 45.49014819537898, 9.122714414208684 45.49017559784172, 9.121010496310065 45.49084568278248)
10601;7499;VIA BENEDETTO CROCE;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;percorso promiscuo - pedonale e ciclabile;259.0;LINESTRING (9.119640697150992 45.49443236803027, 9.119584624620874 45.4944245957325, 9.119511506048161 45.49440522993535, 9.11941760176297 45.49436086305234, 9.119342466161314 45.49429523423932, 9.119255919182262 45.49421953616476, 9.119094837223424 45.49430269273541, 9.118928175362996 45.49441051754125, 9.118825945356326 45.49448470165034, 9.118684031035896 45.49455433629208, 9.11853312654414 45.49460912845189, 9.118150089525933 45.49473877814026, 9.117783361065209 45.49483402605416, 9.117613866246367 45.49487380448304, 9.117423239097226 45.49490640354406, 9.117237147971061 45.49490461392494, 9.117096596046535 45.49489179627542, 9.116985447143492 45.49486292669732, 9.116863966286637 45.49485080936272, 9.116815076708845 45.49485076921584, 9.116737305319715 45.49487128070305)
10602;6100;VIA MOISE' LORIA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;126.0;LINESTRING (9.159757007072816 45.45613898931025, 9.159731274120789 45.45615992738843, 9.159081483442488 45.45716633641646)
10603;1377;PIAZZA CARBONARI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;12.0;LINESTRING (9.201608977076811 45.49405783418312, 9.201700013582627 45.49415018665908)
10604;7519;VIA LUIGI CHIARELLI;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;56.0;LINESTRING (9.124784940738186 45.49245953603596, 9.124634428009347 45.49245447934823, 9.124512569744089 45.49244372070007, 9.124381978843603 45.49241919990938, 9.124300902162496 45.49238868460043, 9.124230372773312 45.49238237042491, 9.124172004376927 45.49237748317921, 9.124115970139458 45.49238654489001, 9.124095774205331 45.49239772798524)
10606;7519;VIA LUIGI CHIARELLI;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;164.0;LINESTRING (9.124095774205331 45.49239772798524, 9.123586904764968 45.49267676842385, 9.123287913438968 45.49283730803219, 9.123238479296372 45.49288029589102, 9.123192627884045 45.49292300984558, 9.12311848789448 45.4929633239279, 9.123061851918301 45.49299029771144, 9.122991282446367 45.49302475723965, 9.122928731406251 45.49303886591133, 9.12285504483029 45.49305235642453, 9.122794425889628 45.4930722235754, 9.122725892893628 45.49310164020898, 9.122632225153426 45.49316672758118, 9.122570501861986 45.49320935744447, 9.122545942374391 45.49327540313605, 9.122543569840822 45.49332057685161)
10607;7499;VIA BENEDETTO CROCE;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;percorso promiscuo - pedonale e ciclabile;214.0;LINESTRING (9.122500702274623 45.49350293993421, 9.122500122791172 45.49350899604552, 9.122478413876982 45.49370866090527, 9.122461054108758 45.4937297417494, 9.122409101562843 45.49373321765191, 9.122325037457564 45.49374203840386, 9.122137130639212 45.49378679375005, 9.122010549766769 45.49384246467036, 9.121915411955042 45.49387955997855, 9.121809231116581 45.49389965510765, 9.121699679013881 45.49389941151541, 9.121592402745755 45.49388620399768, 9.121481527635559 45.49386579941562, 9.121340179004758 45.4938387662889, 9.121224971041519 45.49382691697418, 9.121105164491672 45.49381912284415, 9.12097499829431 45.4938144898713, 9.120837443812011 45.4938260663003, 9.120714124627938 45.49385148906522, 9.120542093791755 45.4939000054647, 9.120258796107743 45.49398473238239, 9.120163376508273 45.49401030527796)
10608;7499;VIA BENEDETTO CROCE;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;12.0;LINESTRING (9.119782399498542 45.49438424474956, 9.119640697150992 45.49443236803027)
10609;7477;VIA EMANUELE KANT;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;non regolamentato - a norma;23.0;LINESTRING (9.116531112522683 45.49486536996783, 9.116465812796909 45.4947892881332, 9.11638126911671 45.4946904533472)
10610;7515;VIA ANTONIO CECHOV;;ciclabile;corsia ciclabile - sede propria;carreggiata;bidirezionale;non regolamentato - a norma;146.0;LINESTRING (9.114875939017383 45.49430333824959, 9.114790481370854 45.4943352463705, 9.114714187903676 45.49435018492804, 9.114523914284906 45.49446523054491, 9.114431246685673 45.49452436953355, 9.114359223792206 45.49460319997447, 9.114264348487074 45.49471013620258, 9.114204364374814 45.49479336501287, 9.114164715202518 45.494869552769, 9.114125480326559 45.49496086173352, 9.114087450132484 45.49501490545284, 9.114037535178664 45.49507778194344, 9.113996295822453 45.49512714831942, 9.113951582016997 45.49516715712353, 9.11390663009313 45.49521607711024, 9.113822301612826 45.49528618849296, 9.113771810396971 45.49531729200189)
10611;7515;VIA ANTONIO CECHOV;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;non regolamentato - a norma;11.0;LINESTRING (9.113149119604051 45.49567758754367, 9.113068831666567 45.4957209614857, 9.113038009799734 45.49573224311516)
10612;7515;VIA ANTONIO CECHOV;;ciclabile;corsia ciclabile - sede propria;carreggiata;bidirezionale;non regolamentato - a norma;46.0;LINESTRING (9.113640997618624 45.49537457800993, 9.113587041816006 45.49540127439646, 9.113445024078098 45.49548755442032, 9.113195268821237 45.49565089907853)
10613;7515;VIA ANTONIO CECHOV;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;non regolamentato - a norma;5.0;LINESTRING (9.113195268821237 45.49565089907853, 9.113149119604051 45.49567758754367)
10614;7515;VIA ANTONIO CECHOV;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;non regolamentato - a norma;12.0;LINESTRING (9.113771810396971 45.49531729200189, 9.113640997618624 45.49537457800993)
10615;7515;VIA ANTONIO CECHOV;;ciclabile;corsia ciclabile - sede propria;carreggiata;bidirezionale;non regolamentato - a norma;97.0;LINESTRING (9.112801381231911 45.49580439410393, 9.112621788846241 45.49585407612925, 9.112550292966787 45.49587817898207, 9.111834001174705 45.49622845936077, 9.11175394936275 45.49627052264069)
10616;7515;VIA ANTONIO CECHOV;;ciclabile;corsia ciclabile - sede propria;carreggiata;bidirezionale;non regolamentato - a norma;22.0;LINESTRING (9.111478414207447 45.49619759540906, 9.111385848152947 45.49615712055143, 9.111339106412894 45.49615646658793, 9.111298386473504 45.49618378253833, 9.111267420822134 45.4962308299629)
10617;7515;VIA ANTONIO CECHOV;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;non regolamentato - a norma;23.0;LINESTRING (9.111267420822134 45.4962308299629, 9.111221457385774 45.49628767072097, 9.111120339759651 45.49641387244409)
10619;3119;PIAZZALE DATEO;;ciclabile;corsia ciclabile - attraversamento;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;9.0;LINESTRING (9.215914698344458 45.46776809993015, 9.216030599355706 45.46776914127604)
10620;3118;CORSO INDIPENDENZA;;ciclabile;corsia ciclabile - attraversamento;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;11.0;LINESTRING (9.213255869292473 45.46774023322818, 9.213390702134632 45.46774115195195)
10623;7526;VIA FRANCESCO CILEA;;ciclabile;corsia ciclabile - sede propria;marciapiede;bidirezionale;non regolamentato - a norma;75.0;LINESTRING (9.106664429189966 45.49692594183366, 9.106639375659615 45.49694297698584, 9.106652203907872 45.49716267873341, 9.106674814672054 45.49720775254723, 9.106706625708476 45.49724489693567, 9.106791077102464 45.49730170439378, 9.106836723909074 45.49734567658758, 9.10701714538888 45.49745874043133, 9.107033172189135 45.49747366707219, 9.107028721312577 45.49748888286826)
10624;7523;VIA MARIO BORSA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;non regolamentato - a norma;21.0;LINESTRING (9.101911368049812 45.5011221752972, 9.102008860383904 45.50118331751403, 9.102017215030813 45.50120266214964, 9.101967485189517 45.5012366400389, 9.10194078414413 45.50125645150847)
10625;7523;VIA MARIO BORSA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;301.0;LINESTRING (9.09984414238191 45.50262096731081, 9.099795881167651 45.50261812903427, 9.099738285277008 45.50262060942799, 9.099694287979236 45.50264044982101, 9.099139461727642 45.50303859353086, 9.098623888472099 45.50341608855089, 9.098215575287441 45.50371986151134, 9.097808524543694 45.50401598110334, 9.097739975333884 45.50405123332655, 9.097675376624974 45.50407631105821, 9.09760101671421 45.5040823150317, 9.097531627092859 45.50407562337529, 9.097463121440684 45.5040619101769, 9.097396268886943 45.50404180485172, 9.097329322691085 45.50404168169645, 9.097146161870322 45.50404903783967, 9.096871234542993 45.50406358203518)
10626;;AREA VERDE VIA GALLARATE - VIA APPENNINI;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;non regolamentato - parco o area verde;469.0;LINESTRING (9.10363529323674 45.50480699531425, 9.103383386825509 45.50495195824151, 9.103177336569717 45.50504377368426, 9.102388570281772 45.50533107157215, 9.102025567335078 45.5054155542494, 9.101706139764435 45.5055301503163, 9.100972779610968 45.50574169117687, 9.099858605593477 45.50596220065624, 9.099313197620237 45.50612811211142, 9.098214144701689 45.50607055290702, 9.098176830530804 45.50595987311294)
10627;;AREA VERDE VIA GALLARATE - VIA APPENNINI;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;non regolamentato - parco o area verde;28.0;LINESTRING (9.099313197620237 45.50612811211142, 9.099184191735779 45.50636278872614)
10628;;AREA VERDE VIA GALLARATE - VIA APPENNINI;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;non regolamentato - parco o area verde;12.0;LINESTRING (9.100829717414312 45.50576999011899, 9.100804427891619 45.50587343335432)
10629;;AREA VERDE VIA GALLARATE - VIA APPENNINI;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;non regolamentato - parco o area verde;30.0;LINESTRING (9.100016384588816 45.50593100978401, 9.099912620430832 45.50566917245026)
10630;;AREA VERDE VIA GALLARATE - VIA APPENNINI;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;non regolamentato - parco o area verde;26.0;LINESTRING (9.101485825256187 45.50559371235156, 9.101376489126864 45.50536905521898)
10631;7523;VIA MARIO BORSA;;ciclabile;corsia ciclabile - sede propria;carreggiata;bidirezionale;corsia ciclabile;175.0;LINESTRING (9.095092826920508 45.50472034090682, 9.095026359157142 45.50477701205086, 9.094993999012553 45.504792070471, 9.094571597177413 45.50487855888555, 9.094389196206532 45.50511345419174, 9.094301177640173 45.50522027798491, 9.094064946157356 45.50549293103701, 9.093995641879454 45.5054613045134, 9.093910973288196 45.50542753030503, 9.093857967460012 45.50542091300574, 9.093801525720009 45.50542653979485, 9.093529221941715 45.50548409837099, 9.093515537678195 45.50549167033815, 9.093495375387503 45.50552976083088)
